snapshot_date,league_id,team_name,rank,wins,losses,ties,pct,gb,stat_id,category,raw_value,roto_points,team_id
2026-03-27,35457,You Give Suck a Bad Name,,,,,,,16,SB,1.0,10.0,
2026-03-27,35457,You Give Suck a Bad Name,,,,,,,3,AVG,0.333,10.5,
2026-03-27,35457,You Give Suck a Bad Name,,,,,,,50,IP2,16.0,,
2026-03-27,35457,You Give Suck a Bad Name,,,,,,,28,W,1.0,10.5,
2026-03-27,35457,You Give Suck a Bad Name,,,,,,,42,K,24.0,13.0,
2026-03-27,35457,You Give Suck a Bad Name,,,,,,,26,ERA,2.81,9.0,
2026-03-27,35457,You Give Suck a Bad Name,,,,,,,27,WHIP,0.88,10.0,
2026-03-27,35457,You Give Suck a Bad Name,,,,,,,89,SV2,0.0,4.5,
2026-03-27,35457,The Bear Jew,,,,,,,1,GP,8.0,,
2026-03-27,35457,The Bear Jew,,,,,,,60,SVH,,,
2026-03-27,35457,The Bear Jew,,,,,,,7,R,4.0,5.0,
2026-03-27,35457,The Bear Jew,,,,,,,12,HR,2.0,10.5,
2026-03-27,35457,The Bear Jew,,,,,,,13,RBI,8.0,11.5,
2026-03-27,35457,The Bear Jew,,,,,,,16,SB,0.0,4.0,
2026-03-27,35457,The Bear Jew,,,,,,,3,AVG,0.161,2.0,
2026-03-27,35457,The Bear Jew,,,,,,,50,IP2,13.1,,
2026-03-27,35457,The Bear Jew,,,,,,,28,W,1.0,10.5,
2026-03-27,35457,The Bear Jew,,,,,,,42,K,16.0,12.0,
2026-03-27,35457,The Bear Jew,,,,,,,26,ERA,3.38,8.0,
2026-03-27,35457,The Bear Jew,,,,,,,27,WHIP,1.58,6.0,
2026-03-27,35457,The Bear Jew,,,,,,,89,SV2,1.0,11.0,
2026-03-27,35457,VerRosenbergs,,,,,,,1,GP,8.0,,
2026-03-27,35457,VerRosenbergs,,,,,,,60,SVH,,,
2026-03-27,35457,VerRosenbergs,,,,,,,7,R,4.0,5.0,
2026-03-27,35457,VerRosenbergs,,,,,,,12,HR,0.0,3.0,
2026-03-27,35457,VerRosenbergs,,,,,,,13,RBI,0.0,1.5,
2026-03-27,35457,VerRosenbergs,,,,,,,16,SB,3.0,14.0,
2026-03-27,35457,VerRosenbergs,,,,,,,3,AVG,0.2,4.0,
2026-03-27,35457,VerRosenbergs,,,,,,,50,IP2,3.0,,
2026-03-27,35457,VerRosenbergs,,,,,,,28,W,1.0,10.5,
2026-03-27,35457,VerRosenbergs,,,,,,,42,K,2.0,5.0,
2026-03-27,35457,VerRosenbergs,,,,,,,26,ERA,0.0,13.0,
2026-03-27,35457,VerRosenbergs,,,,,,,27,WHIP,0.67,13.5,
2026-03-27,35457,VerRosenbergs,,,,,,,89,SV2,1.0,11.0,
2026-03-27,35457,Nish's Rec League Team,,,,,,,1,GP,12.0,,
2026-03-27,35457,Nish's Rec League Team,,,,,,,60,SVH,,,
2026-03-27,35457,Nish's Rec League Team,,,,,,,7,R,5.0,8.0,
2026-03-27,35457,Nish's Rec League Team,,,,,,,12,HR,1.0,7.5,
2026-03-27,35457,Nish's Rec League Team,,,,,,,13,RBI,3.0,5.0,
2026-03-27,35457,Nish's Rec League Team,,,,,,,16,SB,1.0,10.0,
2026-03-27,35457,Nish's Rec League Team,,,,,,,3,AVG,0.128,1.0,
2026-03-27,35457,Nish's Rec League Team,,,,,,,50,IP2,6.0,,
2026-03-27,35457,Nish's Rec League Team,,,,,,,28,W,1.0,10.5,
2026-03-27,35457,Nish's Rec League Team,,,,,,,42,K,8.0,9.0,
2026-03-27,35457,Nish's Rec League Team,,,,,,,26,ERA,0.0,13.0,
2026-03-27,35457,Nish's Rec League Team,,,,,,,27,WHIP,0.83,11.0,
2026-03-27,35457,Nish's Rec League Team,,,,,,,89,SV2,0.0,4.5,
2026-03-27,35457,Pez,,,,,,,1,GP,8.0,,
2026-03-27,35457,Pez,,,,,,,60,SVH,,,
2026-03-27,35457,Pez,,,,,,,7,R,5.0,8.0,
2026-03-27,35457,Pez,,,,,,,12,HR,2.0,10.5,
2026-03-27,35457,Pez,,,,,,,13,RBI,8.0,11.5,
2026-03-27,35457,Pez,,,,,,,16,SB,1.0,10.0,
2026-03-27,35457,Pez,,,,,,,3,AVG,0.355,12.0,
2026-03-27,35457,Pez,,,,,,,50,IP2,1.2,,
2026-03-27,35457,Pez,,,,,,,28,W,0.0,4.5,
2026-03-27,35457,Pez,,,,,,,42,K,1.0,3.5,
2026-03-27,35457,Pez,,,,,,,26,ERA,16.2,5.0,
2026-03-27,35457,Pez,,,,,,,27,WHIP,4.8,3.0,
2026-03-27,35457,Pez,,,,,,,89,SV2,0.0,4.5,
2026-03-27,35457,Ender Wiggins,,,,,,,1,GP,8.0,,
2026-03-27,35457,Ender Wiggins,,,,,,,60,SVH,,,
2026-03-27,35457,Ender Wiggins,,,,,,,7,R,2.0,2.0,
2026-03-27,35457,Ender Wiggins,,,,,,,12,HR,0.0,3.0,
2026-03-27,35457,Ender Wiggins,,,,,,,13,RBI,0.0,1.5,
2026-03-27,35457,Ender Wiggins,,,,,,,16,SB,0.0,4.0,
2026-03-27,35457,Ender Wiggins,,,,,,,3,AVG,0.207,5.0,
2026-03-27,35457,Ender Wiggins,,,,,,,50,IP2,12.0,,
2026-03-27,35457,Ender Wiggins,,,,,,,28,W,2.0,13.0,
2026-03-27,35457,Ender Wiggins,,,,,,,42,K,12.0,10.0,
2026-03-27,35457,Ender Wiggins,,,,,,,26,ERA,1.5,10.0,
2026-03-27,35457,Ender Wiggins,,,,,,,27,WHIP,0.67,13.5,
2026-03-27,35457,Ender Wiggins,,,,,,,89,SV2,0.0,4.5,
2026-03-27,35457,Irkutsk Icepops,,,,,,,1,GP,7.0,,
2026-03-27,35457,Irkutsk Icepops,,,,,,,60,SVH,,,
2026-03-27,35457,Irkutsk Icepops,,,,,,,7,R,7.0,12.0,
2026-03-27,35457,Irkutsk Icepops,,,,,,,12,HR,3.0,12.5,
2026-03-27,35457,Irkutsk Icepops,,,,,,,13,RBI,5.0,8.0,
2026-03-27,35457,Irkutsk Icepops,,,,,,,16,SB,1.0,10.0,
2026-03-27,35457,Irkutsk Icepops,,,,,,,3,AVG,0.333,10.5,
2026-03-27,35457,Irkutsk Icepops,,,,,,,50,IP2,0.0,,
2026-03-27,35457,Irkutsk Icepops,,,,,,,28,W,0.0,4.5,
2026-03-27,35457,Irkutsk Icepops,,,,,,,42,K,0.0,1.5,
2026-03-27,35457,Irkutsk Icepops,,,,,,,26,ERA,,1.5,
2026-03-27,35457,Irkutsk Icepops,,,,,,,27,WHIP,,1.5,
2026-03-27,35457,Irkutsk Icepops,,,,,,,89,SV2,0.0,4.5,
2026-03-27,35457,Rolo Tomasi,,,,,,,1,GP,10.0,,
2026-03-27,35457,Rolo Tomasi,,,,,,,60,SVH,,,
2026-03-27,35457,Rolo Tomasi,,,,,,,7,R,6.0,10.5,
2026-03-27,35457,Rolo Tomasi,,,,,,,12,HR,1.0,7.5,
2026-03-27,35457,Rolo Tomasi,,,,,,,13,RBI,3.0,5.0,
2026-03-27,35457,Rolo Tomasi,,,,,,,16,SB,0.0,4.0,
2026-03-27,35457,Rolo Tomasi,,,,,,,3,AVG,0.308,9.0,
2026-03-27,35457,Rolo Tomasi,,,,,,,50,IP2,3.0,,
2026-03-27,35457,Rolo Tomasi,,,,,,,28,W,0.0,4.5,
2026-03-27,35457,Rolo Tomasi,,,,,,,42,K,4.0,7.5,
2026-03-27,35457,Rolo Tomasi,,,,,,,26,ERA,18.0,4.0,
2026-03-27,35457,Rolo Tomasi,,,,,,,27,WHIP,3.33,5.0,
2026-03-27,35457,Rolo Tomasi,,,,,,,89,SV2,0.0,4.5,
2026-03-27,35457,Yokozuna’s Bogus Journey,,,,,,,1,GP,6.0,,
2026-03-27,35457,Yokozuna’s Bogus Journey,,,,,,,60,SVH,,,
2026-03-27,35457,Yokozuna’s Bogus Journey,,,,,,,7,R,1.0,1.0,
2026-03-27,35457,Yokozuna’s Bogus Journey,,,,,,,12,HR,0.0,3.0,
2026-03-27,35457,Yokozuna’s Bogus Journey,,,,,,,13,RBI,1.0,3.0,
2026-03-27,35457,Yokozuna’s Bogus Journey,,,,,,,16,SB,0.0,4.0,
2026-03-27,35457,Yokozuna’s Bogus Journey,,,,,,,3,AVG,0.227,7.0,
2026-03-27,35457,Yokozuna’s Bogus Journey,,,,,,,50,IP2,1.0,,
2026-03-27,35457,Yokozuna’s Bogus Journey,,,,,,,28,W,0.0,4.5,
2026-03-27,35457,Yokozuna’s Bogus Journey,,,,,,,42,K,3.0,6.0,
2026-03-27,35457,Yokozuna’s Bogus Journey,,,,,,,26,ERA,0.0,13.0,
2026-03-27,35457,Yokozuna’s Bogus Journey,,,,,,,27,WHIP,1.0,9.0,
2026-03-27,35457,Yokozuna’s Bogus Journey,,,,,,,89,SV2,1.0,11.0,
2026-03-27,35457,Salad Dodgers,,,,,,,1,GP,8.0,,
2026-03-27,35457,Salad Dodgers,,,,,,,60,SVH,,,
2026-03-27,35457,Salad Dodgers,,,,,,,7,R,4.0,5.0,
2026-03-27,35457,Salad Dodgers,,,,,,,12,HR,0.0,3.0,
2026-03-27,35457,Salad Dodgers,,,,,,,13,RBI,3.0,5.0,
2026-03-27,35457,Salad Dodgers,,,,,,,16,SB,0.0,4.0,
2026-03-27,35457,Salad Dodgers,,,,,,,3,AVG,0.226,6.0,
2026-03-27,35457,Salad Dodgers,,,,,,,50,IP2,1.1,,
2026-03-27,35457,Salad Dodgers,,,,,,,28,W,0.0,4.5,
2026-03-27,35457,Salad Dodgers,,,,,,,42,K,1.0,3.5,
2026-03-27,35457,Salad Dodgers,,,,,,,26,ERA,27.0,3.0,
2026-03-27,35457,Salad Dodgers,,,,,,,27,WHIP,3.75,4.0,
2026-03-27,35457,Salad Dodgers,,,,,,,89,SV2,1.0,11.0,
2026-03-27,35457,Avners iballers,,,,,,,1,GP,8.0,,
2026-03-27,35457,Avners iballers,,,,,,,60,SVH,,,
2026-03-27,35457,Avners iballers,,,,,,,7,R,5.0,8.0,
2026-03-27,35457,Avners iballers,,,,,,,12,HR,0.0,3.0,
2026-03-27,35457,Avners iballers,,,,,,,13,RBI,6.0,9.0,
2026-03-27,35457,Avners iballers,,,,,,,16,SB,0.0,4.0,
2026-03-27,35457,Avners iballers,,,,,,,3,AVG,0.194,3.0,
2026-03-27,35457,Avners iballers,,,,,,,50,IP2,0.0,,
2026-03-27,35457,Avners iballers,,,,,,,28,W,0.0,4.5,
2026-03-27,35457,Avners iballers,,,,,,,42,K,0.0,1.5,
2026-03-27,35457,Avners iballers,,,,,,,26,ERA,,1.5,
2026-03-27,35457,Avners iballers,,,,,,,27,WHIP,,1.5,
2026-03-27,35457,Avners iballers,,,,,,,89,SV2,0.0,4.5,
2026-03-28,35457,Miracle Max's MLTs,,,,,,,1,GP,13.0,,
2026-03-28,35457,Miracle Max's MLTs,,,,,,,60,SVH,,,
2026-03-28,35457,Miracle Max's MLTs,,,,,,,7,R,9.0,11.5,
2026-03-28,35457,Miracle Max's MLTs,,,,,,,12,HR,4.0,12.0,
2026-03-28,35457,Miracle Max's MLTs,,,,,,,13,RBI,11.0,13.0,
2026-03-28,35457,Miracle Max's MLTs,,,,,,,16,SB,2.0,11.0,
2026-03-28,35457,Miracle Max's MLTs,,,,,,,3,AVG,0.348,13.0,
2026-03-28,35457,Miracle Max's MLTs,,,,,,,50,IP2,12.0,,
2026-03-28,35457,Miracle Max's MLTs,,,,,,,28,W,0.0,3.5,
2026-03-28,35457,Miracle Max's MLTs,,,,,,,42,K,11.0,7.0,
2026-03-28,35457,Miracle Max's MLTs,,,,,,,26,ERA,3.75,6.0,
2026-03-28,35457,Miracle Max's MLTs,,,,,,,27,WHIP,1.08,9.0,
2026-03-28,35457,Miracle Max's MLTs,,,,,,,89,SV2,2.0,13.0,
2026-03-28,35457,The Bear Jew,,,,,,,1,GP,15.0,,
2026-03-28,35457,The Bear Jew,,,,,,,60,SVH,,,
2026-03-28,35457,The Bear Jew,,,,,,,7,R,8.0,9.5,
2026-03-28,35457,The Bear Jew,,,,,,,12,HR,4.0,12.0,
2026-03-28,35457,The Bear Jew,,,,,,,13,RBI,14.0,14.0,
2026-03-28,35457,The Bear Jew,,,,,,,16,SB,0.0,2.5,
2026-03-28,35457,The Bear Jew,,,,,,,3,AVG,0.228,6.0,
2026-03-28,35457,The Bear Jew,,,,,,,50,IP2,19.2,,
2026-03-28,35457,The Bear Jew,,,,,,,28,W,2.0,12.0,
2026-03-28,35457,The Bear Jew,,,,,,,42,K,24.0,11.0,
2026-03-28,35457,The Bear Jew,,,,,,,26,ERA,2.29,12.0,
2026-03-28,35457,The Bear Jew,,,,,,,27,WHIP,1.12,6.0,
2026-03-28,35457,The Bear Jew,,,,,,,89,SV2,1.0,8.0,
2026-03-28,35457,For Me to Poop On,,,,,,,1,GP,16.0,,
2026-03-28,35457,For Me to Poop On,,,,,,,60,SVH,,,
2026-03-28,35457,For Me to Poop On,,,,,,,7,R,7.0,7.0,
2026-03-28,35457,For Me to Poop On,,,,,,,12,HR,2.0,7.5,
2026-03-28,35457,For Me to Poop On,,,,,,,13,RBI,10.0,12.0,
2026-03-28,35457,For Me to Poop On,,,,,,,16,SB,0.0,2.5,
2026-03-28,35457,For Me to Poop On,,,,,,,3,AVG,0.231,7.0,
2026-03-28,35457,For Me to Poop On,,,,,,,50,IP2,29.0,,
2026-03-28,35457,For Me to Poop On,,,,,,,28,W,4.0,14.0,
2026-03-28,35457,For Me to Poop On,,,,,,,42,K,36.0,14.0,
2026-03-28,35457,For Me to Poop On,,,,,,,26,ERA,3.41,7.0,
2026-03-28,35457,For Me to Poop On,,,,,,,27,WHIP,1.1,7.0,
2026-03-28,35457,For Me to Poop On,,,,,,,89,SV2,2.0,13.0,
2026-03-28,35457,Rebuilding Year v15.1,,,,,,,1,GP,12.0,,
2026-03-28,35457,Rebuilding Year v15.1,,,,,,,60,SVH,,,
2026-03-28,35457,Rebuilding Year v15.1,,,,,,,7,R,10.0,13.0,
2026-03-28,35457,Rebuilding Year v15.1,,,,,,,12,HR,5.0,14.0,
2026-03-28,35457,Rebuilding Year v15.1,,,,,,,13,RBI,7.0,9.0,
2026-03-28,35457,Rebuilding Year v15.1,,,,,,,16,SB,2.0,11.0,
2026-03-28,35457,Rebuilding Year v15.1,,,,,,,3,AVG,0.381,14.0,
2026-03-28,35457,Rebuilding Year v15.1,,,,,,,50,IP2,14.0,,
2026-03-28,35457,Rebuilding Year v15.1,,,,,,,28,W,0.0,3.5,
2026-03-28,35457,Rebuilding Year v15.1,,,,,,,42,K,16.0,8.0,
2026-03-28,35457,Rebuilding Year v15.1,,,,,,,26,ERA,4.5,4.0,
2026-03-28,35457,Rebuilding Year v15.1,,,,,,,27,WHIP,1.07,10.0,
2026-03-28,35457,Rebuilding Year v15.1,,,,,,,89,SV2,0.0,2.5,
2026-03-28,35457,Irkutsk Icepops,,,,,,,1,GP,16.0,,
2026-03-28,35457,Irkutsk Icepops,,,,,,,60,SVH,,,
2026-03-28,35457,Irkutsk Icepops,,,,,,,7,R,8.0,9.5,
2026-03-28,35457,Irkutsk Icepops,,,,,,,12,HR,4.0,12.0,
2026-03-28,35457,Irkutsk Icepops,,,,,,,13,RBI,6.0,7.5,
2026-03-28,35457,Irkutsk Icepops,,,,,,,16,SB,2.0,11.0,
2026-03-28,35457,Irkutsk Icepops,,,,,,,3,AVG,0.237,8.0,
2026-03-28,35457,Irkutsk Icepops,,,,,,,50,IP2,2.2,,
2026-03-28,35457,Irkutsk Icepops,,,,,,,28,W,0.0,3.5,
2026-03-28,35457,Irkutsk Icepops,,,,,,,42,K,0.0,1.0,
2026-03-28,35457,Irkutsk Icepops,,,,,,,26,ERA,0.0,13.5,
2026-03-28,35457,Irkutsk Icepops,,,,,,,27,WHIP,1.13,5.0,
2026-03-28,35457,Irkutsk Icepops,,,,,,,89,SV2,2.0,13.0,
2026-03-28,35457,Avners iballers,,,,,,,1,GP,15.0,,
2026-03-28,35457,Avners iballers,,,,,,,60,SVH,,,
2026-03-28,35457,Avners iballers,,,,,,,7,R,9.0,11.5,
2026-03-28,35457,Avners iballers,,,,,,,12,HR,2.0,7.5,
2026-03-28,35457,Avners iballers,,,,,,,13,RBI,9.0,10.5,
2026-03-28,35457,Avners iballers,,,,,,,16,SB,1.0,6.5,
2026-03-28,35457,Avners iballers,,,,,,,3,AVG,0.22,3.0,
2026-03-28,35457,Avners iballers,,,,,,,50,IP2,7.1,,
2026-03-28,35457,Avners iballers,,,,,,,28,W,0.0,3.5,
2026-03-28,35457,Avners iballers,,,,,,,42,K,7.0,3.5,
2026-03-28,35457,Avners iballers,,,,,,,26,ERA,2.45,10.5,
2026-03-28,35457,Avners iballers,,,,,,,27,WHIP,0.95,12.0,
2026-03-28,35457,Avners iballers,,,,,,,89,SV2,1.0,8.0,
2026-03-28,35457,Nish's Rec League Team,,,,,,,1,GP,18.0,,
2026-03-28,35457,Nish's Rec League Team,,,,,,,60,SVH,,,
2026-03-28,35457,Nish's Rec League Team,,,,,,,7,R,7.0,7.0,
2026-03-28,35457,Nish's Rec League Team,,,,,,,12,HR,2.0,7.5,
2026-03-28,35457,Nish's Rec League Team,,,,,,,13,RBI,6.0,7.5,
2026-03-28,35457,Nish's Rec League Team,,,,,,,16,SB,1.0,6.5,
2026-03-28,35457,Nish's Rec League Team,,,,,,,3,AVG,0.114,1.0,
2026-03-28,35457,Nish's Rec League Team,,,,,,,50,IP2,6.0,,
2026-03-28,35457,Nish's Rec League Team,,,,,,,28,W,1.0,8.5,
2026-03-28,35457,Nish's Rec League Team,,,,,,,42,K,8.0,5.0,
2026-03-28,35457,Nish's Rec League Team,,,,,,,26,ERA,0.0,13.5,
2026-03-28,35457,Nish's Rec League Team,,,,,,,27,WHIP,0.83,13.0,
2026-03-28,35457,Nish's Rec League Team,,,,,,,89,SV2,0.0,2.5,
2026-03-28,35457,Ender Wiggins,,,,,,,1,GP,14.0,,
2026-03-28,35457,Ender Wiggins,,,,,,,60,SVH,,,
2026-03-28,35457,Ender Wiggins,,,,,,,7,R,5.0,4.0,
2026-03-28,35457,Ender Wiggins,,,,,,,12,HR,1.0,3.0,
2026-03-28,35457,Ender Wiggins,,,,,,,13,RBI,2.0,2.0,
2026-03-28,35457,Ender Wiggins,,,,,,,16,SB,1.0,6.5,
2026-03-28,35457,Ender Wiggins,,,,,,,3,AVG,0.184,2.0,
2026-03-28,35457,Ender Wiggins,,,,,,,50,IP2,24.2,,
2026-03-28,35457,Ender Wiggins,,,,,,,28,W,2.0,12.0,
2026-03-28,35457,Ender Wiggins,,,,,,,42,K,31.0,13.0,
2026-03-28,35457,Ender Wiggins,,,,,,,26,ERA,2.55,9.0,
2026-03-28,35457,Ender Wiggins,,,,,,,27,WHIP,0.77,14.0,
2026-03-28,35457,Ender Wiggins,,,,,,,89,SV2,0.0,2.5,
2026-03-28,35457,You Give Suck a Bad Name,,,,,,,1,GP,12.0,,
2026-03-28,35457,You Give Suck a Bad Name,,,,,,,60,SVH,,,
2026-03-28,35457,You Give Suck a Bad Name,,,,,,,7,R,3.0,1.0,
2026-03-28,35457,You Give Suck a Bad Name,,,,,,,12,HR,1.0,3.0,
2026-03-28,35457,You Give Suck a Bad Name,,,,,,,13,RBI,4.0,4.5,
2026-03-28,35457,You Give Suck a Bad Name,,,,,,,16,SB,2.0,11.0,
2026-03-28,35457,You Give Suck a Bad Name,,,,,,,3,AVG,0.227,5.0,
2026-03-28,35457,You Give Suck a Bad Name,,,,,,,50,IP2,16.1,,
2026-03-28,35457,You Give Suck a Bad Name,,,,,,,28,W,1.0,8.5,
2026-03-28,35457,You Give Suck a Bad Name,,,,,,,42,K,25.0,12.0,
2026-03-28,35457,You Give Suck a Bad Name,,,,,,,26,ERA,2.76,8.0,
2026-03-28,35457,You Give Suck a Bad Name,,,,,,,27,WHIP,0.98,11.0,
2026-03-28,35457,You Give Suck a Bad Name,,,,,,,89,SV2,0.0,2.5,
2026-03-28,35457,Pez,,,,,,,1,GP,15.0,,
2026-03-28,35457,Pez,,,,,,,60,SVH,,,
2026-03-28,35457,Pez,,,,,,,7,R,6.0,5.0,
2026-03-28,35457,Pez,,,,,,,12,HR,2.0,7.5,
2026-03-28,35457,Pez,,,,,,,13,RBI,9.0,10.5,
2026-03-28,35457,Pez,,,,,,,16,SB,2.0,11.0,
2026-03-28,35457,Pez,,,,,,,3,AVG,0.268,10.0,
2026-03-28,35457,Pez,,,,,,,50,IP2,7.2,,
2026-03-28,35457,Pez,,,,,,,28,W,0.0,3.5,
2026-03-28,35457,Pez,,,,,,,42,K,10.0,6.0,
2026-03-28,35457,Pez,,,,,,,26,ERA,7.04,2.0,
2026-03-28,35457,Pez,,,,,,,27,WHIP,2.22,2.0,
2026-03-28,35457,Pez,,,,,,,89,SV2,1.0,8.0,
2026-03-28,35457,Yokozuna’s Bogus Journey,,,,,,,1,GP,11.0,,
2026-03-28,35457,Yokozuna’s Bogus Journey,,,,,,,60,SVH,,,
2026-03-28,35457,Yokozuna’s Bogus Journey,,,,,,,7,R,4.0,2.5,
2026-03-28,35457,Yokozuna’s Bogus Journey,,,,,,,12,HR,2.0,7.5,
2026-03-28,35457,Yokozuna’s Bogus Journey,,,,,,,13,RBI,3.0,3.0,
2026-03-28,35457,Yokozuna’s Bogus Journey,,,,,,,16,SB,0.0,2.5,
2026-03-28,35457,Yokozuna’s Bogus Journey,,,,,,,3,AVG,0.293,12.0,
2026-03-28,35457,Yokozuna’s Bogus Journey,,,,,,,50,IP2,12.0,,
2026-03-28,35457,Yokozuna’s Bogus Journey,,,,,,,28,W,2.0,12.0,
2026-03-28,35457,Yokozuna’s Bogus Journey,,,,,,,42,K,18.0,10.0,
2026-03-28,35457,Yokozuna’s Bogus Journey,,,,,,,26,ERA,4.5,4.0,
2026-03-28,35457,Yokozuna’s Bogus Journey,,,,,,,27,WHIP,1.33,4.0,
2026-03-28,35457,Yokozuna’s Bogus Journey,,,,,,,89,SV2,1.0,8.0,
2026-03-28,35457,Salad Dodgers,,,,,,,1,GP,13.0,,
2026-03-28,35457,Salad Dodgers,,,,,,,60,SVH,,,
2026-03-28,35457,Salad Dodgers,,,,,,,7,R,7.0,7.0,
2026-03-28,35457,Salad Dodgers,,,,,,,12,HR,1.0,3.0,
2026-03-28,35457,Salad Dodgers,,,,,,,13,RBI,4.0,4.5,
2026-03-28,35457,Salad Dodgers,,,,,,,16,SB,0.0,2.5,
2026-03-28,35457,Salad Dodgers,,,,,,,3,AVG,0.271,11.0,
2026-03-28,35457,Salad Dodgers,,,,,,,50,IP2,20.0,,
2026-03-28,35457,Salad Dodgers,,,,,,,28,W,1.0,8.5,
2026-03-28,35457,Salad Dodgers,,,,,,,42,K,17.0,9.0,
2026-03-28,35457,Salad Dodgers,,,,,,,26,ERA,4.5,4.0,
2026-03-28,35457,Salad Dodgers,,,,,,,27,WHIP,1.5,3.0,
2026-03-28,35457,Salad Dodgers,,,,,,,89,SV2,1.0,8.0,
2026-03-28,35457,Rolo Tomasi,,,,,,,1,GP,17.0,,
2026-03-28,35457,Rolo Tomasi,,,,,,,60,SVH,,,
2026-03-28,35457,Rolo Tomasi,,,,,,,7,R,11.0,14.0,
2026-03-28,35457,Rolo Tomasi,,,,,,,12,HR,2.0,7.5,
2026-03-28,35457,Rolo Tomasi,,,,,,,13,RBI,5.0,6.0,
2026-03-28,35457,Rolo Tomasi,,,,,,,16,SB,1.0,6.5,
2026-03-28,35457,Rolo Tomasi,,,,,,,3,AVG,0.25,9.0,
2026-03-28,35457,Rolo Tomasi,,,,,,,50,IP2,4.0,,
2026-03-28,35457,Rolo Tomasi,,,,,,,28,W,0.0,3.5,
2026-03-28,35457,Rolo Tomasi,,,,,,,42,K,7.0,3.5,
2026-03-28,35457,Rolo Tomasi,,,,,,,26,ERA,13.5,1.0,
2026-03-28,35457,Rolo Tomasi,,,,,,,27,WHIP,2.5,1.0,
2026-03-28,35457,Rolo Tomasi,,,,,,,89,SV2,1.0,8.0,
